total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,average_confidence,ticket_id,title,confidence,confidence_bin,dominant_language
15,14,1,0,0,0,{},0,"[{'word': 'Réseau', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'lent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'réseau', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'est', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'très', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'lent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""aujourd'hui"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'est', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ce', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""qu'il"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'y', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'une', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'maintenance', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},94.0,10,Réseau lent,94.0,Bonne (85-95%),Français
12,1,0,11,0,0,{},0,"[{'word': 'مشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الحاسوب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الحاسوب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'متاعي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'عادش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يحب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يشعل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يعطيني', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'صوت', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'متاع', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}]",{},99.17,22,مشكل الحاسوب,99.17,Excellente (95-100%),Arabe
10,2,4,0,4,0,{},0,"[{'word': 'Wifi', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'problem', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Wifi', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'yta7', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'kol', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': '5', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'min', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'chnowa', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'el', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'solution', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},100.0,35,Wifi problem,100.0,Excellente (95-100%),Anglais
24,23,1,0,0,0,{},0,"[{'word': 'Ordinateur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""s'allume"", 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'plus', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ordinateur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""s'allume"", 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'plus', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'du', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'tout', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ce', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'matin', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'essayé', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'brancher', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ailleurs', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'rien', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""n'y"", 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'fait', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},90.0,52,Ordinateur ne s'allume plus,90.0,Bonne (85-95%),Français
11,0,7,0,2,2,{'it_abbreviation': 2},0,"[{'word': 'SQL', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'syntax', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'My', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'SQL', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'query', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'returns', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Syntax', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'near', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'FROM', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},94.55,157,SQL syntax error,94.55,Bonne (85-95%),Anglais
13,2,3,0,4,3,{'it_abbreviation': 3},1,"[{'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'hang', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'problem', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'chwaya', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'chwaya', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'el', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'pc', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'yhang', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'ma3andich', 'language': 'tunisian_latin', 'confidence': 140, 'is_technical': False}, {'word': '3lach', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'aide', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'moi', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'stp', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}]",{},95.38,169,PC hang problem,95.38,Excellente (95-100%),Tunisien
45,2,34,0,2,4,{'ports': 4},3,"[{'word': 'Docker', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'container', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'keeps', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'crashing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Hey', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'our', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'main', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'app', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'container', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'nginx', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '21', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '6', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'alpine', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'keeps', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'crashing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'with', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'exit', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'code', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '137', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Memory', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'limit', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'set', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '2GB', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""it's"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'hitting', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'OOM', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'killer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Logs', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'show', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'memory', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'spike', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'around', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '18', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '30', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'UTC', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'Need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'fix', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'before', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""tomorrow's"", 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'deployment', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['1.21.6'], 'ports': ['18', '137', '21', '30']}",92.44,170,Docker container keeps crashing,92.44,Bonne (85-95%),Anglais
44,6,24,0,2,8,"{'ports': 7, 'it_abbreviation': 1}",4,"[{'word': 'Firewall', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'rule', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'blocking', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '8443', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'pfSense', 'language': 'unknown', 'confidence': 21, 'is_technical': False}, {'word': '2', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '6', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'blocking', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'HTTPS', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'traffic', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'on', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '8443', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'despite', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'rule', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'allowing', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'it', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Source', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '192', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '168', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '24', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Destination', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'any', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Rule', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'works', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'for', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '443', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'not', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '8443', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Checked', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'logs', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'packets', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'getting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'dropped', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'Need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'resolution', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['2.6.0', '192.168.1.0'], 'ip_addresses': ['192.168.1.0'], 'ports': ['192', '8443', 'port 8443', '168', 'port 443', '24']}",88.2,172,Firewall rule blocking port 8443,88.2,Bonne (85-95%),Anglais
33,0,29,0,1,1,{'ports': 1},2,"[{'word': 'Printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'paper', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'jam', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'HELP', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'OMG', 'language': 'unknown', 'confidence': 10, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'printer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'completely', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'jammed', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'tried', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'everything', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'paper', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'stuck', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'really', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'bad', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'have', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '50', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'flyers', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'print', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'for', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'meeting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'in', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '1', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'hour', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'EMERGENCY', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{'ports': ['50']},92.42,71,Printer paper jam HELP!,92.42,Bonne (85-95%),Anglais
20,0,0,20,0,0,{},0,"[{'word': 'الشبكة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'بطيئة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برشا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'مرحبا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الإنترنت', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'بطيء', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برشا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'اليوم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نجمش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحمل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الملفات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الكبار', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'هل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'مشكلة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الخادم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نستنى', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ردكم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,82,الشبكة بطيئة برشا,100.0,Excellente (95-100%),Arabe
12,1,9,0,2,0,{},0,"[{'word': 'Boot', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'device', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Laptop', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'shows', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'No', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'bootable', 'language': 'english', 'confidence': 50, 'is_technical': False}, {'word': 'device', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'found', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'fix', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},93.33,44,Boot device error,93.33,Bonne (85-95%),Anglais
19,9,5,0,4,0,{},1,"[{'word': 'Python', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'script', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Hey', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""j'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'un', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'souci', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'avec', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'script', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Python', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ça', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'dit', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'IndentationError', 'language': 'english', 'confidence': 60, 'is_technical': False}, {'word': 'w', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'ma', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'fahmtch', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'chnowa', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'ghalta', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}]",{},89.74,51,Python script error,89.74,Bonne (85-95%),Français
37,7,29,0,0,0,{},1,"[{'word': 'Website', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'upload', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'problems', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Hey', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'guys', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""can't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'upload', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'images', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'our', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'website', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'It', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'keeps', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'saying', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'file', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'too', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'large', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'even', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'for', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'small', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'JPEGs', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'there', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'size', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'limit', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""don't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'know', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'about', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'update', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'homepage', 'language': 'french', 'confidence': 65, 'is_technical': False}, {'word': 'today', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},93.38,77,Website upload problems,93.38,Bonne (85-95%),Anglais
14,1,12,0,1,0,{},0,"[{'word': 'Deleted', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'folder', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'accidentally', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'deleted', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'folder', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'from', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Can', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'it', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'be', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'restored', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},98.57,21,Deleted folder,98.57,Excellente (95-100%),Anglais
11,0,9,0,2,0,{},0,"[{'word': 'Mouse', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'issue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'My', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'mouse', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'acting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'weird', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'it', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'double', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'clicks', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'randomly', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},98.18,128,Mouse issue,98.18,Excellente (95-100%),Anglais
