total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,ticket_id,title,confidence
18,2,8,0,0,0,{},8,"[{'word': 'NullReferenceException', 'language': 'french', 'is_technical': False}, {'word': 'in', 'language': 'english', 'is_technical': False}, {'word': 'C', 'language': 'unknown', 'is_technical': False}, {'word': 'app', 'language': 'unknown', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': 'm', 'language': 'unknown', 'is_technical': False}, {'word': 'getting', 'language': 'english', 'is_technical': False}, {'word': 'NullReferenceException', 'language': 'french', 'is_technical': False}, {'word': 'in', 'language': 'english', 'is_technical': False}, {'word': 'the', 'language': 'english', 'is_technical': False}, {'word': 'C', 'language': 'unknown', 'is_technical': False}, {'word': 'app', 'language': 'unknown', 'is_technical': False}, {'word': 'Seems', 'language': 'unknown', 'is_technical': False}, {'word': 'like', 'language': 'unknown', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'missing', 'language': 'english', 'is_technical': False}, {'word': 'dependency', 'language': 'unknown', 'is_technical': False}]",{},105,NullReferenceException in C# app,55.56
13,6,1,0,0,1,{'error_codes': 1},5,"[{'word': 'Erreur', 'language': 'french', 'is_technical': False}, {'word': 'Visual', 'language': 'unknown', 'is_technical': False}, {'word': 'Studio', 'language': 'unknown', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': ""j'ai"", 'language': 'french', 'is_technical': False}, {'word': 'une', 'language': 'french', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '0x80070005', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'quand', 'language': 'french', 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'is_technical': False}, {'word': ""d'installer"", 'language': 'english', 'is_technical': False}, {'word': 'Visual', 'language': 'unknown', 'is_technical': False}, {'word': 'Studio', 'language': 'unknown', 'is_technical': False}]","{'error_codes': ['0x80070005'], 'hex_codes': ['0x80070005'], 'memory_addresses': ['0x80070005']}",37,Erreur Visual Studio,61.54
13,3,1,0,0,0,{},9,"[{'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'plantage', 'language': 'unknown', 'is_technical': False}, {'word': 'Mon', 'language': 'unknown', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'plante', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'chaque', 'language': 'french', 'is_technical': False}, {'word': 'fois', 'language': 'unknown', 'is_technical': False}, {'word': 'que', 'language': 'french', 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'is_technical': False}, {'word': ""d'envoyer"", 'language': 'english', 'is_technical': False}, {'word': 'un', 'language': 'french', 'is_technical': False}, {'word': 'mail', 'language': 'unknown', 'is_technical': False}]",{},123,Outlook plantage,30.77
15,4,1,0,0,1,{'ports': 1},9,"[{'word': 'Port', 'language': 'unknown', 'is_technical': False}, {'word': 'firewall', 'language': 'unknown', 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'is_technical': False}, {'word': 'besoin', 'language': 'unknown', 'is_technical': False}, {'word': ""d'ouvrir"", 'language': 'unknown', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'port', 'language': 'unknown', 'is_technical': False}, {'word': '443', 'language': 'tech_ports', 'is_technical': True}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'firewall', 'language': 'unknown', 'is_technical': False}, {'word': 'pour', 'language': 'french', 'is_technical': False}, {'word': 'accéder', 'language': 'english', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': ""l'API"", 'language': 'unknown', 'is_technical': False}]",{'ports': ['port 443']},154,Port firewall,40.0
47,2,15,0,2,9,{'ports': 9},19,"[{'word': 'VMware', 'language': 'unknown', 'is_technical': False}, {'word': 'vSphere', 'language': 'unknown', 'is_technical': False}, {'word': '7', 'language': 'tech_ports', 'is_technical': True}, {'word': '0', 'language': 'tech_ports', 'is_technical': True}, {'word': 'U3', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'host', 'language': 'unknown', 'is_technical': False}, {'word': 'disconnected', 'language': 'english', 'is_technical': False}, {'word': 'VMware', 'language': 'unknown', 'is_technical': False}, {'word': 'host', 'language': 'unknown', 'is_technical': False}, {'word': 'esxi', 'language': 'unknown', 'is_technical': False}, {'word': 'prod', 'language': 'unknown', 'is_technical': False}, {'word': '01', 'language': 'tech_ports', 'is_technical': True}, {'word': '192', 'language': 'tech_ports', 'is_technical': True}, {'word': '168', 'language': 'tech_ports', 'is_technical': True}, {'word': '10', 'language': 'tech_ports', 'is_technical': True}, {'word': '15', 'language': 'tech_ports', 'is_technical': True}, {'word': 'showing', 'language': 'english', 'is_technical': False}, {'word': 'as', 'language': 'french', 'is_technical': False}, {'word': 'disconnected', 'language': 'english', 'is_technical': False}, {'word': 'in', 'language': 'english', 'is_technical': False}, {'word': 'vCenter', 'language': 'english', 'is_technical': False}, {'word': '7', 'language': 'tech_ports', 'is_technical': True}, {'word': '0', 'language': 'tech_ports', 'is_technical': True}, {'word': 'U3', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'VMs', 'language': 'unknown', 'is_technical': False}, {'word': 'still', 'language': 'unknown', 'is_technical': False}, {'word': 'running', 'language': 'english', 'is_technical': False}, {'word': 'but', 'language': 'english', 'is_technical': False}, {'word': ""can't"", 'language': 'unknown', 'is_technical': False}, {'word': 'manage', 'language': 'unknown', 'is_technical': False}, {'word': 'them', 'language': 'english', 'is_technical': False}, {'word': 'SSL', 'language': 'unknown', 'is_technical': False}, {'word': 'certificate', 'language': 'unknown', 'is_technical': False}, {'word': 'renewed', 'language': 'english', 'is_technical': False}, {'word': 'last', 'language': 'unknown', 'is_technical': False}, {'word': 'week', 'language': 'unknown', 'is_technical': False}, {'word': 'Tried', 'language': 'english', 'is_technical': False}, {'word': 'reconnect', 'language': 'unknown', 'is_technical': False}, {'word': 'fails', 'language': 'unknown', 'is_technical': False}, {'word': 'with', 'language': 'english', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Host', 'language': 'unknown', 'is_technical': False}, {'word': 'certificate', 'language': 'unknown', 'is_technical': False}, {'word': 'verification', 'language': 'french', 'is_technical': False}, {'word': 'failed', 'language': 'english', 'is_technical': False}, {'word': 'Please', 'language': 'english', 'is_technical': False}, {'word': 'check', 'language': 'english', 'is_technical': False}]","{'versions': ['192.168.10.15', '7.0'], 'ip_addresses': ['192.168.10.15'], 'ports': ['10', '0', '15', '01', '7', '192', '168'], 'server_names': ['esxi-prod-01']}",174,VMware vSphere 7.0 U3 host disconnected,59.57
37,9,1,0,0,1,{'ports': 1},26,"[{'word': 'Serveur', 'language': 'french', 'is_technical': False}, {'word': 'mail', 'language': 'unknown', 'is_technical': False}, {'word': 'en', 'language': 'unknown', 'is_technical': False}, {'word': 'panne', 'language': 'unknown', 'is_technical': False}, {'word': 'Mesdames', 'language': 'unknown', 'is_technical': False}, {'word': 'Messieurs', 'language': 'unknown', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'serveur', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'messagerie', 'language': 'unknown', 'is_technical': False}, {'word': 'semble', 'language': 'unknown', 'is_technical': False}, {'word': 'être', 'language': 'french', 'is_technical': False}, {'word': 'défaillant', 'language': 'unknown', 'is_technical': False}, {'word': 'Aucun', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'mes', 'language': 'unknown', 'is_technical': False}, {'word': 'collaborateurs', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': 'reçoit', 'language': 'unknown', 'is_technical': False}, {'word': 'ses', 'language': 'unknown', 'is_technical': False}, {'word': 'emails', 'language': 'unknown', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': '2', 'language': 'tech_ports', 'is_technical': True}, {'word': 'heures', 'language': 'unknown', 'is_technical': False}, {'word': 'Cela', 'language': 'unknown', 'is_technical': False}, {'word': 'impacte', 'language': 'unknown', 'is_technical': False}, {'word': 'notre', 'language': 'unknown', 'is_technical': False}, {'word': 'activité', 'language': 'unknown', 'is_technical': False}, {'word': 'commerciale', 'language': 'unknown', 'is_technical': False}, {'word': 'Merci', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'traiter', 'language': 'english', 'is_technical': False}, {'word': 'cette', 'language': 'unknown', 'is_technical': False}, {'word': 'demande', 'language': 'unknown', 'is_technical': False}, {'word': 'en', 'language': 'unknown', 'is_technical': False}, {'word': 'priorité', 'language': 'unknown', 'is_technical': False}, {'word': 'absolue', 'language': 'unknown', 'is_technical': False}]",{'ports': ['2']},62,Serveur mail en panne,29.73
41,13,3,0,1,6,"{'ports': 5, 'error_codes': 1}",18,"[{'word': 'Erreur', 'language': 'french', 'is_technical': False}, {'word': 'SQL', 'language': 'unknown', 'is_technical': False}, {'word': 'Server', 'language': 'english', 'is_technical': False}, {'word': '2019', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'je', 'language': 'french', 'is_technical': False}, {'word': 'rencontre', 'language': 'unknown', 'is_technical': False}, {'word': ""l'erreur"", 'language': 'french', 'is_technical': False}, {'word': 'E401', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'SQL', 'language': 'unknown', 'is_technical': False}, {'word': 'Server', 'language': 'english', 'is_technical': False}, {'word': '2019', 'language': 'tech_ports', 'is_technical': True}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'la', 'language': 'french', 'is_technical': False}, {'word': 'mise', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'jour', 'language': 'unknown', 'is_technical': False}, {'word': 'vers', 'language': 'unknown', 'is_technical': False}, {'word': 'la', 'language': 'french', 'is_technical': False}, {'word': 'version', 'language': 'french', 'is_technical': False}, {'word': '15', 'language': 'tech_ports', 'is_technical': True}, {'word': '0', 'language': 'tech_ports', 'is_technical': True}, {'word': '4298', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Le', 'language': 'french', 'is_technical': False}, {'word': 'service', 'language': 'unknown', 'is_technical': False}, {'word': ""s'arrête"", 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'manière', 'language': 'unknown', 'is_technical': False}, {'word': 'aléatoire', 'language': 'unknown', 'is_technical': False}, {'word': 'Logs', 'language': 'unknown', 'is_technical': False}, {'word': 'disponibles', 'language': 'unknown', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'server', 'language': 'english', 'is_technical': False}, {'word': 'logs', 'language': 'unknown', 'is_technical': False}, {'word': 'sql_errors_20241215', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'txt', 'language': 'unknown', 'is_technical': False}, {'word': 'Besoin', 'language': 'unknown', 'is_technical': False}, {'word': ""d'assistance"", 'language': 'unknown', 'is_technical': False}, {'word': 'technique', 'language': 'french', 'is_technical': False}, {'word': 'urgente', 'language': 'unknown', 'is_technical': False}]","{'error_codes': ['E401'], 'versions': ['15.0.4298'], 'ports': ['0', '4298', '2019', '15']}",99,Erreur SQL Server 2019,56.1
11,0,6,0,0,0,{},5,"[{'word': 'Admin', 'language': 'unknown', 'is_technical': False}, {'word': 'rights', 'language': 'unknown', 'is_technical': False}, {'word': 'needed', 'language': 'english', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': 'need', 'language': 'english', 'is_technical': False}, {'word': 'admin', 'language': 'unknown', 'is_technical': False}, {'word': 'rights', 'language': 'unknown', 'is_technical': False}, {'word': 'to', 'language': 'english', 'is_technical': False}, {'word': 'install', 'language': 'english', 'is_technical': False}, {'word': 'Adobe', 'language': 'unknown', 'is_technical': False}, {'word': 'Reader', 'language': 'english', 'is_technical': False}]",{},130,Admin rights needed,54.55
33,2,4,17,0,4,{'ports': 4},6,"[{'word': 'مشكلة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Backup', 'language': 'english', 'is_technical': False}, {'word': 'Veeam', 'language': 'unknown', 'is_technical': False}, {'word': 'B', 'language': 'unknown', 'is_technical': False}, {'word': 'R', 'language': 'unknown', 'is_technical': False}, {'word': '12', 'language': 'tech_ports', 'is_technical': True}, {'word': 'كيف', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الحال', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نظام', 'language': 'arabic_script', 'is_technical': False}, {'word': 'النسخ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الاحتياطي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Veeam', 'language': 'unknown', 'is_technical': False}, {'word': 'Backup', 'language': 'english', 'is_technical': False}, {'word': 'Replication', 'language': 'french', 'is_technical': False}, {'word': '12', 'language': 'tech_ports', 'is_technical': True}, {'word': 'يعطي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'خطأ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Snapshot', 'language': 'english', 'is_technical': False}, {'word': 'creation', 'language': 'french', 'is_technical': False}, {'word': 'failed', 'language': 'english', 'is_technical': False}, {'word': 'للآلة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الافتراضية', 'language': 'arabic_script', 'is_technical': False}, {'word': 'SQL', 'language': 'unknown', 'is_technical': False}, {'word': 'PROD', 'language': 'unknown', 'is_technical': False}, {'word': '01', 'language': 'tech_ports', 'is_technical': True}, {'word': 'حجم', 'language': 'arabic_script', 'is_technical': False}, {'word': 'البيانات', 'language': 'arabic_script', 'is_technical': False}, {'word': '850', 'language': 'tech_ports', 'is_technical': True}, {'word': 'جيجا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'محتاج', 'language': 'arabic_script', 'is_technical': False}, {'word': 'حل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'سريع', 'language': 'arabic_script', 'is_technical': False}]","{'ports': ['850', '12', '01'], 'server_names': ['SQL-PROD-01']}",179,مشكلة في Backup Veeam B&R 12,81.82
27,15,2,0,0,0,{},10,"[{'word': 'Imprimante', 'language': 'french', 'is_technical': False}, {'word': 'clignote', 'language': 'unknown', 'is_technical': False}, {'word': 'rouge', 'language': 'unknown', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'J', 'language': 'unknown', 'is_technical': False}, {'word': 'ai', 'language': 'french', 'is_technical': False}, {'word': 'un', 'language': 'french', 'is_technical': False}, {'word': 'souci', 'language': 'unknown', 'is_technical': False}, {'word': 'avec', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'imprimante', 'language': 'french', 'is_technical': False}, {'word': 'Elle', 'language': 'french', 'is_technical': False}, {'word': 'clignote', 'language': 'unknown', 'is_technical': False}, {'word': 'rouge', 'language': 'unknown', 'is_technical': False}, {'word': 'et', 'language': 'french', 'is_technical': False}, {'word': 'je', 'language': 'french', 'is_technical': False}, {'word': 'n', 'language': 'unknown', 'is_technical': False}, {'word': 'arrive', 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'imprimer', 'language': 'english', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'hier', 'language': 'french', 'is_technical': False}, {'word': 'matin', 'language': 'french', 'is_technical': False}, {'word': 'Merci', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'vérifier', 'language': 'english', 'is_technical': False}]",{},66,Imprimante clignote rouge,62.96
21,3,9,0,0,0,{},9,"[{'word': 'backup', 'language': 'english', 'is_technical': False}, {'word': 'failure', 'language': 'unknown', 'is_technical': False}, {'word': 'Veeam', 'language': 'unknown', 'is_technical': False}, {'word': 'slt', 'language': 'unknown', 'is_technical': False}, {'word': 'backup', 'language': 'english', 'is_technical': False}, {'word': 'automatique', 'language': 'french', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'ykounch', 'language': 'english', 'is_technical': False}, {'word': 'active', 'language': 'unknown', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': 'Failed', 'language': 'english', 'is_technical': False}, {'word': 'to', 'language': 'english', 'is_technical': False}, {'word': 'preprocess', 'language': 'unknown', 'is_technical': False}, {'word': 'target', 'language': 'unknown', 'is_technical': False}, {'word': 'VM', 'language': 'unknown', 'is_technical': False}, {'word': 'check', 'language': 'english', 'is_technical': False}, {'word': 'please', 'language': 'english', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'job', 'language': 'unknown', 'is_technical': False}, {'word': 'Nightly', 'language': 'english', 'is_technical': False}, {'word': 'Backup', 'language': 'english', 'is_technical': False}]",{},111,backup failure Veeam,57.14
10,0,0,10,0,0,{},0,"[{'word': 'فايروس', 'language': 'arabic_script', 'is_technical': False}, {'word': 'فما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'فايروس', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الجهاز', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'مرة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يطلعلي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نافذة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'غريبة', 'language': 'arabic_script', 'is_technical': False}]",{},142,فايروس,100.0
11,0,3,0,0,2,{'ports': 2},6,"[{'word': '403', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Forbidden', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Getting', 'language': 'english', 'is_technical': False}, {'word': '403', 'language': 'tech_ports', 'is_technical': True}, {'word': 'Forbidden', 'language': 'unknown', 'is_technical': False}, {'word': 'when', 'language': 'unknown', 'is_technical': False}, {'word': 'accessing', 'language': 'english', 'is_technical': False}, {'word': 'internal', 'language': 'unknown', 'is_technical': False}, {'word': 'web', 'language': 'unknown', 'is_technical': False}, {'word': 'app', 'language': 'unknown', 'is_technical': False}]",{'ports': ['403']},156,403 Forbidden error,45.45
15,2,3,0,2,1,{'error_codes': 1},7,"[{'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'SMTP', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Salam', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'yeb3athch', 'language': 'english', 'is_technical': False}, {'word': 'les', 'language': 'french', 'is_technical': False}, {'word': 'mails', 'language': 'unknown', 'is_technical': False}, {'word': 'SMTP', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': '0x80042109', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'chnowa', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'el', 'language': 'unknown', 'is_technical': False}, {'word': 'solution', 'language': 'french', 'is_technical': False}]","{'error_codes': ['0x80042109'], 'hex_codes': ['0x80042109'], 'memory_addresses': ['0x80042109']}",164,Outlook SMTP error,53.33
33,1,2,0,8,5,"{'ports': 2, 'error_codes': 3}",17,"[{'word': 'mochkla', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'fel', 'language': 'unknown', 'is_technical': False}, {'word': 'Office', 'language': 'unknown', 'is_technical': False}, {'word': '365', 'language': 'tech_ports', 'is_technical': True}, {'word': 'E3', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'kifkm', 'language': 'unknown', 'is_technical': False}, {'word': 'l', 'language': 'unknown', 'is_technical': False}, {'word': 'team', 'language': 'unknown', 'is_technical': False}, {'word': '3andi', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'problème', 'language': 'french', 'is_technical': False}, {'word': 'fel', 'language': 'unknown', 'is_technical': False}, {'word': 'Office', 'language': 'unknown', 'is_technical': False}, {'word': '365', 'language': 'tech_ports', 'is_technical': True}, {'word': 'E3', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'license', 'language': 'unknown', 'is_technical': False}, {'word': 'kol', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'marra', 'language': 'unknown', 'is_technical': False}, {'word': 'n7awel', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'na7el', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'y3tini', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'code', 'language': 'unknown', 'is_technical': False}, {'word': '0x80040116', 'language': 'tech_error_codes', 'is_technical': True}, {'word': '7awlt', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'restart', 'language': 'unknown', 'is_technical': False}, {'word': 'w', 'language': 'unknown', 'is_technical': False}, {'word': 'update', 'language': 'english', 'is_technical': False}, {'word': 'ama', 'language': 'unknown', 'is_technical': False}, {'word': 'nefs', 'language': 'unknown', 'is_technical': False}, {'word': 'l7ala', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'aidouni', 'language': 'unknown', 'is_technical': False}, {'word': 'plz', 'language': 'unknown', 'is_technical': False}]","{'error_codes': ['E3', '0x80040116'], 'ports': ['365'], 'hex_codes': ['0x80040116'], 'memory_addresses': ['0x80040116']}",180,mochkla fel Office 365 E3,48.48
46,3,30,0,0,0,{},13,"[{'word': 'Software', 'language': 'english', 'is_technical': False}, {'word': 'installation', 'language': 'french', 'is_technical': False}, {'word': 'request', 'language': 'french', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': 'there', 'language': 'english', 'is_technical': False}, {'word': 'Could', 'language': 'english', 'is_technical': False}, {'word': 'you', 'language': 'english', 'is_technical': False}, {'word': 'please', 'language': 'english', 'is_technical': False}, {'word': 'install', 'language': 'english', 'is_technical': False}, {'word': 'Adobe', 'language': 'unknown', 'is_technical': False}, {'word': 'Creative', 'language': 'unknown', 'is_technical': False}, {'word': 'Suite', 'language': 'unknown', 'is_technical': False}, {'word': 'on', 'language': 'english', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'workstation', 'language': 'french', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': 'need', 'language': 'english', 'is_technical': False}, {'word': 'it', 'language': 'english', 'is_technical': False}, {'word': 'for', 'language': 'english', 'is_technical': False}, {'word': 'creating', 'language': 'english', 'is_technical': False}, {'word': 'training', 'language': 'english', 'is_technical': False}, {'word': 'materials', 'language': 'unknown', 'is_technical': False}, {'word': 'Also', 'language': 'unknown', 'is_technical': False}, {'word': 'do', 'language': 'english', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': 'need', 'language': 'english', 'is_technical': False}, {'word': 'any', 'language': 'unknown', 'is_technical': False}, {'word': 'special', 'language': 'unknown', 'is_technical': False}, {'word': 'permissions', 'language': 'unknown', 'is_technical': False}, {'word': 'Let', 'language': 'unknown', 'is_technical': False}, {'word': 'me', 'language': 'unknown', 'is_technical': False}, {'word': 'know', 'language': 'english', 'is_technical': False}, {'word': 'when', 'language': 'unknown', 'is_technical': False}, {'word': 'would', 'language': 'english', 'is_technical': False}, {'word': 'be', 'language': 'english', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'good', 'language': 'english', 'is_technical': False}, {'word': 'time', 'language': 'unknown', 'is_technical': False}, {'word': 'for', 'language': 'english', 'is_technical': False}, {'word': 'you', 'language': 'english', 'is_technical': False}, {'word': 'to', 'language': 'english', 'is_technical': False}, {'word': 'come', 'language': 'english', 'is_technical': False}, {'word': 'by', 'language': 'english', 'is_technical': False}, {'word': 'Thanks', 'language': 'english', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'bunch', 'language': 'english', 'is_technical': False}]",{},73,Software installation request,71.74
15,0,10,0,0,0,{},5,"[{'word': 'Keyboard', 'language': 'english', 'is_technical': False}, {'word': 'stopped', 'language': 'english', 'is_technical': False}, {'word': 'working', 'language': 'english', 'is_technical': False}, {'word': 'Hello', 'language': 'english', 'is_technical': False}, {'word': 'IT', 'language': 'english', 'is_technical': False}, {'word': 'My', 'language': 'unknown', 'is_technical': False}, {'word': 'keyboard', 'language': 'english', 'is_technical': False}, {'word': 'stopped', 'language': 'english', 'is_technical': False}, {'word': 'working', 'language': 'english', 'is_technical': False}, {'word': 'randomly', 'language': 'english', 'is_technical': False}, {'word': 'Tried', 'language': 'english', 'is_technical': False}, {'word': 'different', 'language': 'unknown', 'is_technical': False}, {'word': 'USB', 'language': 'unknown', 'is_technical': False}, {'word': 'ports', 'language': 'unknown', 'is_technical': False}, {'word': 'already', 'language': 'unknown', 'is_technical': False}]",{},79,Keyboard stopped working,66.67
10,2,2,0,0,1,{'error_codes': 1},5,"[{'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'mail', 'language': 'unknown', 'is_technical': False}, {'word': 'issue', 'language': 'english', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'yeb3athch', 'language': 'english', 'is_technical': False}, {'word': 'les', 'language': 'french', 'is_technical': False}, {'word': 'mails', 'language': 'unknown', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '0x800ccc0e', 'language': 'tech_error_codes', 'is_technical': True}]","{'error_codes': ['0x800ccc0e'], 'hex_codes': ['0x800ccc0e'], 'memory_addresses': ['0x800ccc0e']}",33,Outlook mail issue,50.0
7,0,3,0,2,0,{},2,"[{'word': 'Blue', 'language': 'unknown', 'is_technical': False}, {'word': 'screen', 'language': 'english', 'is_technical': False}, {'word': 'PC', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'y3tini', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'blue', 'language': 'unknown', 'is_technical': False}, {'word': 'screen', 'language': 'english', 'is_technical': False}, {'word': 'KERNEL_SECURITY_CHECK_FAILURE', 'language': 'english', 'is_technical': False}]",{},46,Blue screen,71.43
9,1,0,5,0,1,{'error_codes': 1},2,"[{'word': 'مشكل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يبعثش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'المايلات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يعطيني', 'language': 'arabic_script', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '0x800ccc0e', 'language': 'tech_error_codes', 'is_technical': True}]","{'error_codes': ['0x800ccc0e'], 'hex_codes': ['0x800ccc0e'], 'memory_addresses': ['0x800ccc0e']}",139,مشكل Outlook,77.78
